#GENE	LENGTH	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_05053	153	119.28	69.97	26.65	31.89	60.90	67.20	66.45	61.10	74.03	70.75	45.76	58.06	66.81	59.54	48.39	48.44	72.10	87.10	82.62	68.67	60.48	68.29	79.65	62.24	75.02	70.33	65.07	69.84	55.48	21.93	44.41	69.31	69.67	97.92	74.22	57.21	93.30	95.64	68.78	125.31	92.33	113.69	73.59	49.96	50.32	49.36	60.08	85.58
QG37_05054	126	62.29	51.83	32.37	31.29	44.37	34.10	37.54	50.11	41.44	49.86	34.84	29.23	33.89	31.45	33.29	45.89	55.89	48.25	50.36	45.37	41.23	38.50	52.47	35.05	51.01	59.56	45.82	46.36	42.77	10.44	26.75	52.87	50.22	38.68	46.91	29.79	35.75	41.52	50.45	60.21	50.03	45.09	36.87	41.17	66.46	58.06	49.29	58.28
QG37_05055	2523	127.40	118.11	78.17	74.32	106.70	111.83	118.06	111.68	125.68	108.71	86.79	93.58	99.33	100.01	98.14	112.84	129.04	144.84	130.47	108.14	117.07	114.68	127.51	100.06	124.37	137.24	98.59	126.32	108.10	29.32	73.68	122.56	136.24	111.34	107.48	91.13	108.91	113.73	95.79	115.95	134.32	126.02	91.59	90.81	108.39	110.10	107.43	141.02
QG37_05056	2430	121.18	124.85	74.24	68.45	112.83	104.69	115.54	108.62	121.55	106.37	85.27	91.29	93.37	98.20	96.25	109.27	137.02	150.59	136.78	106.70	115.75	122.56	138.17	110.08	124.42	152.24	104.27	126.40	115.85	30.10	70.83	128.58	122.72	111.45	113.73	83.74	103.20	120.38	87.12	117.66	141.79	119.91	95.00	88.13	110.07	109.44	98.03	137.60
QG37_05057	1101	122.23	131.38	64.70	83.63	109.10	104.93	109.40	120.18	125.57	96.35	92.41	91.86	104.62	110.09	106.83	110.33	146.56	144.09	127.41	113.24	111.84	121.67	138.29	108.59	127.92	149.89	91.54	125.00	105.49	31.59	69.64	125.91	130.78	114.00	109.25	88.69	102.89	110.45	96.36	121.43	150.48	113.31	88.58	84.80	133.37	108.32	97.65	137.11
QG37_05058	1335	137.37	112.57	69.29	70.45	103.21	115.00	112.66	117.19	118.33	114.62	90.76	96.63	101.96	101.54	96.80	100.51	143.47	136.08	128.01	117.95	106.00	115.00	131.33	106.41	128.13	145.83	99.70	121.71	101.43	30.88	76.21	123.91	131.75	115.45	112.83	85.65	99.34	115.27	89.64	133.33	129.16	124.37	98.90	95.43	120.39	110.25	98.58	153.24
QG37_05059	816	123.79	102.56	60.80	63.84	115.57	96.75	105.44	91.03	119.35	109.01	88.56	99.02	90.70	93.35	106.14	117.03	131.17	131.89	115.56	113.66	112.65	104.29	140.39	98.29	95.69	140.40	86.56	129.47	109.39	30.23	68.90	125.50	136.17	120.93	103.83	88.12	114.54	103.62	89.41	111.92	133.38	114.46	93.04	89.58	122.65	102.47	109.92	143.19
QG37_05060	1251	127.90	135.96	66.10	70.05	107.24	110.71	101.66	109.43	127.16	113.15	84.36	112.65	99.37	111.26	100.54	110.77	127.94	150.99	133.71	107.97	116.07	119.47	133.30	105.70	117.17	156.67	93.46	147.43	112.46	34.17	73.55	123.06	136.76	106.62	103.94	101.99	96.45	114.66	84.66	111.76	132.31	125.88	90.43	86.41	113.45	102.82	92.68	135.73
QG37_05061	783	129.69	137.23	74.50	69.31	110.27	112.76	114.29	101.36	117.90	102.22	91.64	99.24	98.05	111.73	99.24	121.91	128.98	168.24	138.08	112.15	109.88	136.57	141.80	104.12	113.40	161.94	100.79	132.80	106.76	24.46	67.11	116.70	149.16	114.55	100.29	102.96	102.33	105.96	85.58	125.46	138.71	129.93	86.94	94.06	114.30	129.82	101.44	140.14
QG37_05062	222	100.52	102.48	54.70	64.54	87.15	93.88	102.75	108.72	93.95	102.42	83.31	91.52	101.52	81.93	88.97	96.00	116.49	146.66	117.59	108.36	95.73	113.50	110.27	92.43	113.82	134.81	98.54	124.01	103.27	21.52	64.16	115.51	124.73	87.73	100.29	78.52	85.14	84.41	73.15	99.48	113.59	108.23	98.64	66.77	94.11	89.21	95.63	115.26
QG37_05063	1281	134.84	112.92	74.28	74.87	110.49	104.11	107.82	114.70	115.48	102.11	92.95	95.07	108.66	106.07	105.74	122.25	141.00	145.96	135.49	114.44	122.51	114.06	128.21	104.77	123.12	147.98	99.10	134.51	104.64	31.89	66.87	129.69	144.61	123.11	109.36	89.37	94.29	101.88	82.67	112.77	143.03	123.16	90.66	91.54	111.94	113.19	97.49	136.51
QG37_05064	5433	143.15	145.53	83.56	82.20	132.09	125.71	124.97	125.30	140.68	127.73	98.63	104.98	108.36	114.71	115.67	119.66	155.01	163.91	149.91	126.23	129.06	136.65	141.96	107.63	140.50	159.60	115.15	144.84	115.69	33.65	80.97	139.11	159.28	132.83	120.67	96.01	117.19	122.33	98.69	135.28	145.66	145.80	101.44	98.63	125.08	126.19	114.80	149.69
QG37_05065	135	128.47	113.63	72.49	70.23	99.21	87.03	91.76	112.93	129.71	112.87	72.54	80.28	87.97	88.84	102.31	110.69	118.13	128.21	119.17	113.08	114.67	95.27	132.67	85.91	95.39	114.54	71.28	102.36	98.93	30.94	68.70	116.38	131.42	95.21	86.87	68.01	99.42	85.47	89.72	123.82	131.70	114.95	84.23	84.07	101.76	81.13	100.77	144.84
QG37_05066	1740	118.22	115.66	63.61	54.99	94.23	98.41	97.13	111.69	125.67	108.11	87.66	94.95	97.12	101.41	101.56	105.80	143.21	152.34	122.31	110.69	111.49	117.52	137.93	106.41	119.07	136.44	86.20	115.25	107.52	34.41	67.55	120.58	124.05	119.39	104.12	89.03	106.90	112.76	90.76	127.77	133.96	117.84	95.09	89.81	112.35	111.88	104.84	149.86
QG37_05067	2748	145.05	141.42	77.49	78.86	129.46	121.93	124.10	124.63	139.50	116.82	110.88	107.97	113.79	107.74	118.64	117.51	150.94	163.12	145.52	135.00	135.26	131.78	138.03	111.12	134.63	170.43	109.73	147.79	124.57	31.52	81.02	136.40	144.94	131.33	127.68	101.63	115.58	121.70	106.81	142.00	158.06	140.11	107.39	97.67	123.43	132.46	110.30	154.41
QG37_05068	2091	114.90	116.24	65.92	72.23	111.84	104.28	115.74	115.70	114.45	97.89	77.41	86.93	96.80	95.78	99.58	104.00	136.17	145.52	126.71	115.91	116.49	115.93	119.23	104.90	116.09	138.81	92.74	132.03	91.93	27.67	70.54	116.63	125.08	105.41	106.43	84.25	101.70	106.69	94.61	118.89	133.62	114.09	94.88	79.17	110.67	113.24	95.30	136.73
QG37_05069	702	146.03	145.05	75.40	87.11	103.77	103.15	124.01	117.61	130.28	112.37	91.16	100.79	108.71	109.15	105.31	108.05	126.84	155.41	125.29	125.06	125.74	108.90	123.82	115.79	125.99	154.60	97.01	142.99	116.71	28.94	78.86	133.89	133.70	137.38	110.45	97.28	116.02	106.33	99.18	125.00	143.14	122.33	97.09	87.81	121.40	119.48	108.19	145.23
QG37_05070	360	120.53	148.69	78.30	60.98	118.34	118.80	98.41	148.13	132.85	107.13	90.06	91.06	124.99	98.21	117.64	117.69	144.79	159.16	135.79	121.56	130.62	119.10	130.39	106.67	115.48	139.02	91.39	109.65	98.79	28.40	66.09	109.26	134.45	120.74	113.30	84.73	106.36	101.33	98.75	101.46	149.27	122.44	87.10	100.32	113.80	117.59	96.72	126.92
QG37_05071	225	129.89	133.16	78.16	57.97	120.71	129.39	90.56	135.04	130.16	118.71	111.42	87.14	123.03	81.22	116.41	110.74	155.64	165.92	147.08	120.38	132.48	124.55	129.36	89.04	110.91	141.19	90.59	95.42	98.10	24.32	71.87	116.24	157.76	109.19	119.32	88.41	108.27	112.93	106.79	108.99	146.00	135.71	96.32	104.10	124.74	124.71	96.04	138.42
QG37_05072	300	120.48	128.02	59.98	62.62	90.60	107.71	97.17	114.43	108.77	98.58	96.11	99.59	100.05	84.84	96.26	105.18	135.79	139.69	119.37	114.64	122.40	122.38	109.99	85.44	117.06	145.72	83.83	108.81	104.95	27.64	66.57	113.05	133.70	102.86	110.42	80.99	100.12	91.12	82.04	97.87	124.90	116.07	88.79	96.24	101.20	106.59	95.04	131.19
QG37_05073	105	86.84	60.82	36.31	42.09	63.11	52.23	55.31	66.50	64.44	53.38	38.24	41.57	54.88	63.50	59.61	51.89	70.19	78.45	54.90	58.29	56.93	61.37	76.95	42.56	67.66	51.58	60.58	66.26	41.95	16.49	42.19	85.08	102.13	59.84	56.88	47.71	46.18	45.67	41.16	46.51	60.36	62.58	44.24	61.72	74.09	61.25	67.00	100.95
QG37_05074	198	120.59	96.46	29.32	55.27	75.70	78.85	71.59	83.23	65.22	67.48	45.35	54.16	57.58	54.80	57.99	74.42	67.22	86.23	91.24	70.89	69.77	75.95	84.42	65.35	66.74	74.26	68.61	71.35	60.63	13.26	41.17	53.55	99.48	72.41	70.29	59.92	64.06	59.08	49.55	66.63	83.55	85.18	62.12	69.57	85.75	58.41	70.25	73.68
QG37_05077	324	147.00	135.60	79.84	77.47	119.68	106.73	114.15	111.55	125.57	121.21	101.89	91.15	128.90	107.89	115.76	132.64	157.51	164.12	144.73	127.52	141.46	131.56	125.64	105.46	113.21	164.18	114.83	133.76	119.06	35.78	90.19	122.89	125.19	118.32	115.21	96.59	108.15	113.76	93.55	123.07	139.22	118.94	81.98	91.93	114.95	108.56	86.62	132.03
QG37_05078	594	126.40	131.12	70.33	69.23	102.90	109.33	124.34	125.90	118.96	99.30	96.14	102.94	110.89	105.62	95.12	113.95	122.58	145.27	126.62	121.20	112.96	104.28	127.76	104.85	123.86	139.59	102.83	124.76	96.88	66.26	107.98	110.12	147.46	113.29	103.37	93.43	105.86	115.32	92.54	117.77	134.44	124.91	91.68	87.02	111.37	118.79	92.92	151.26
QG37_05079	1365	136.85	133.81	74.98	86.50	127.14	115.18	121.49	119.30	128.70	116.35	100.33	98.41	117.29	108.81	107.71	108.31	140.79	145.79	143.37	132.04	128.09	118.88	136.61	113.48	127.28	143.18	104.60	140.53	125.99	32.12	71.32	127.98	137.40	127.38	108.37	90.11	108.41	113.71	96.75	118.42	135.18	128.59	95.50	105.40	116.25	107.27	89.13	130.75
QG37_05080	90	143.49	132.40	68.47	67.09	128.87	115.62	108.13	108.33	143.70	113.03	82.76	91.13	99.80	91.88	95.36	111.03	127.74	119.67	144.89	131.44	98.92	130.81	123.08	106.49	124.00	137.80	93.92	121.48	98.26	32.32	80.67	131.93	141.61	137.46	126.12	82.93	108.98	109.91	122.99	129.46	127.51	127.83	99.08	86.63	120.11	107.92	104.58	142.24
QG37_05081	1716	138.33	138.21	82.41	69.89	114.45	120.40	119.31	120.18	130.32	121.07	100.76	103.55	110.68	107.71	106.40	118.61	152.63	152.37	143.00	135.86	122.25	128.36	133.56	103.83	136.56	154.41	93.32	126.35	104.83	31.97	73.34	126.90	139.15	119.43	109.80	96.36	109.32	102.72	91.63	124.84	140.71	131.12	98.19	86.76	110.91	111.62	107.58	143.68
QG37_05082	180	80.42	92.03	36.07	53.36	69.53	83.18	80.58	64.82	87.27	64.99	52.36	61.79	60.39	63.69	57.96	65.76	101.86	90.18	76.17	83.99	62.29	59.88	70.30	55.52	77.19	85.47	69.13	73.43	64.27	18.81	49.77	84.11	68.99	67.82	69.66	45.55	64.34	56.86	48.66	78.40	91.51	81.83	58.03	28.50	43.37	38.28	39.75	48.12
QG37_05083	108	58.69	45.93	23.24	28.01	42.81	44.78	33.06	36.94	43.17	37.08	28.01	24.34	38.57	35.33	29.25	46.01	49.95	43.24	39.25	46.79	33.88	35.61	35.43	31.91	39.13	52.05	35.10	45.42	32.61	9.33	32.48	51.87	46.00	40.42	39.63	28.70	46.59	35.91	29.47	41.94	49.55	50.89	30.94	23.09	33.44	30.59	29.62	40.42
QG37_05084	216	76.89	95.00	50.44	54.09	65.58	80.16	84.44	79.62	80.25	93.74	66.47	68.75	77.73	68.16	50.94	85.95	110.19	92.43	89.42	96.19	90.79	79.60	78.71	74.48	84.29	97.56	65.67	95.24	88.46	18.66	39.83	94.37	95.83	82.65	83.07	63.68	62.27	63.69	57.94	89.74	109.77	103.58	60.31	44.04	75.93	65.47	57.82	63.33
QG37_05085	279	120.70	131.16	76.24	57.91	108.15	114.23	113.15	113.38	131.07	123.69	96.14	87.18	115.04	98.92	86.89	102.96	137.96	129.11	134.15	116.34	99.15	130.09	113.61	92.56	136.04	147.18	93.01	135.40	105.51	33.15	67.23	138.98	137.66	130.96	106.67	92.90	93.06	106.90	78.77	124.67	155.76	126.54	92.72	48.59	81.27	74.80	64.87	82.06
QG37_05086	5559	155.19	154.26	87.95	85.71	138.59	141.01	140.12	140.67	139.77	130.52	107.52	117.27	122.47	117.25	113.17	130.05	159.80	169.40	155.39	146.13	136.50	137.98	153.42	112.85	142.04	169.86	114.99	155.70	127.03	30.62	77.73	140.09	156.99	133.87	121.96	104.84	126.85	122.67	103.36	142.74	154.26	145.12	105.79	103.08	128.16	127.59	118.18	156.19
QG37_05087	312	123.22	124.34	79.90	76.46	122.21	130.02	119.87	106.35	116.00	112.60	102.78	104.68	119.96	96.46	105.72	110.72	146.17	149.03	126.12	121.53	114.59	112.26	121.77	96.02	135.72	137.56	105.80	120.19	106.52	27.98	74.12	123.62	137.80	114.99	86.54	86.75	107.31	111.76	83.17	125.50	144.70	133.21	107.37	85.40	93.83	102.33	97.09	135.37
QG37_05088	687	120.43	109.11	52.29	64.23	96.92	106.11	95.26	108.71	111.35	102.42	99.27	96.91	88.43	77.79	101.07	104.05	111.42	138.36	116.80	102.67	103.21	107.33	120.81	95.42	98.55	119.88	89.93	112.27	86.29	21.88	63.87	92.33	112.85	113.73	115.85	81.11	82.16	104.09	73.64	128.55	127.02	104.17	86.92	76.42	86.28	89.91	86.69	126.17
QG37_05089	648	99.49	109.76	73.72	76.73	97.97	122.83	110.86	103.17	112.60	116.42	93.89	88.58	104.19	93.18	92.86	99.43	125.71	148.18	117.61	107.77	108.61	102.21	128.87	117.38	129.45	125.71	97.09	132.51	96.20	28.85	66.16	119.11	129.87	106.09	93.51	86.06	104.45	101.99	81.87	113.46	137.80	119.82	97.06	84.90	121.54	137.37	98.28	138.63
QG37_05090	456	118.77	130.37	93.27	72.57	102.51	120.83	117.45	97.33	127.01	103.22	89.04	96.85	111.83	93.38	102.91	99.19	138.09	151.13	116.80	107.65	103.45	120.26	120.79	108.41	126.50	123.18	97.44	123.96	94.72	25.76	68.39	114.43	135.18	117.61	107.98	90.16	95.73	99.62	66.72	116.69	133.67	118.40	89.92	93.61	104.82	119.60	90.71	156.37
QG37_05091	126	126.30	115.81	70.27	64.01	90.11	93.70	91.92	86.74	104.62	91.87	79.57	88.11	109.03	99.40	87.21	82.37	132.56	118.50	131.71	102.29	97.56	100.04	95.90	78.12	83.98	118.45	77.87	101.70	92.98	23.15	54.06	91.90	103.44	107.81	83.60	72.61	83.22	89.44	80.11	102.18	134.76	117.67	69.37	86.27	101.50	92.99	84.75	126.41
QG37_05092	165	322.14	276.34	133.81	121.36	217.01	199.32	223.29	208.45	239.53	205.17	168.74	186.73	203.43	183.30	206.63	207.98	254.28	257.13	261.05	210.16	202.62	200.61	251.02	198.61	225.57	255.72	179.81	240.33	196.39	64.53	135.22	230.62	301.64	246.89	223.26	177.25	228.22	209.59	174.94	246.24	251.80	257.61	180.02	192.46	245.92	229.90	224.07	312.45
QG37_05093	948	114.43	127.26	74.63	66.05	109.33	105.52	117.32	110.26	122.34	107.16	91.95	94.88	100.28	107.30	95.73	105.46	137.86	142.17	117.43	116.61	116.21	109.82	115.59	99.08	111.32	133.07	91.69	134.34	109.68	20.95	77.59	112.50	115.04	109.75	96.61	80.66	90.92	91.98	85.02	101.08	119.95	117.88	81.90	83.21	97.53	88.68	102.84	127.73
QG37_05094	393	112.71	120.91	70.06	68.35	115.33	105.97	120.75	95.31	108.55	85.97	93.05	84.66	95.62	88.95	92.42	118.10	139.33	134.11	112.74	109.82	107.88	113.35	144.02	100.12	118.60	140.92	90.67	114.59	101.53	19.92	75.29	110.27	120.47	116.60	105.11	83.83	100.68	115.74	79.01	105.92	137.62	101.08	95.95	77.91	108.66	115.14	89.96	114.00
QG37_05095	1014	108.44	106.40	77.14	77.05	113.52	122.78	111.21	119.68	126.88	106.94	91.16	91.64	92.90	97.85	106.44	97.08	139.35	136.47	125.79	111.29	106.90	112.77	130.75	104.34	110.18	145.04	104.42	119.12	98.63	21.78	87.37	123.92	126.54	99.72	103.54	81.06	86.63	114.86	85.47	107.33	127.39	128.79	114.35	86.52	105.07	106.60	95.64	138.20
QG37_05096	1527	108.20	119.88	63.75	69.92	99.04	100.64	110.77	108.53	117.66	105.85	105.55	98.46	96.58	109.11	97.41	107.48	121.68	154.33	130.06	110.76	107.24	128.19	122.78	102.65	120.45	135.57	95.38	115.06	94.85	23.48	73.93	118.62	135.35	121.29	98.14	88.25	94.88	109.03	78.02	120.50	139.66	135.87	89.70	72.58	114.26	98.49	91.86	138.74
QG37_05097	1005	129.11	124.83	70.49	73.82	96.67	111.54	122.52	113.71	130.02	111.58	101.01	106.56	103.59	113.11	99.08	118.93	152.97	148.23	128.50	116.60	113.38	128.09	126.94	102.69	110.10	144.30	105.43	128.72	105.77	32.64	83.85	125.02	136.20	117.53	115.40	93.21	113.40	118.60	109.65	109.78	136.97	130.70	93.27	84.43	104.09	108.85	89.64	146.87
QG37_05098	960	102.48	102.33	71.66	68.59	99.69	109.42	99.94	99.88	117.21	86.22	78.05	74.49	72.07	103.98	83.14	97.97	123.62	121.74	119.78	106.62	94.63	114.43	123.24	94.96	100.03	114.83	96.94	105.33	98.84	21.23	76.81	122.15	103.05	102.20	102.08	71.44	94.20	98.50	72.73	120.40	119.85	116.85	84.99	78.73	101.31	115.73	90.42	122.08
QG37_05099	1470	101.74	106.32	62.66	63.18	81.87	93.24	104.52	98.23	112.63	85.71	71.61	83.53	83.53	86.91	79.62	100.77	130.14	137.51	120.40	93.12	103.50	101.15	109.66	97.51	103.67	115.31	87.64	102.85	87.66	22.35	65.35	103.06	106.76	100.89	102.50	82.48	83.39	104.60	83.58	106.90	114.03	104.50	80.94	76.57	101.29	104.69	84.54	129.40
QG37_05100	90	119.53	104.57	72.76	65.21	104.74	110.16	109.14	97.13	126.23	106.69	76.87	100.82	87.00	105.03	100.36	113.87	135.41	170.58	117.52	93.08	106.27	108.82	121.07	98.03	120.18	141.51	105.08	114.06	85.97	18.32	61.17	115.61	136.91	127.61	100.84	73.36	81.02	126.69	80.27	126.06	154.33	96.90	81.91	100.59	107.81	116.88	76.48	109.30
QG37_05101	1527	139.40	135.55	80.72	74.09	112.05	121.75	106.37	127.61	130.96	115.71	96.80	100.49	113.08	103.35	112.23	129.70	152.31	158.66	145.68	127.57	120.84	124.31	143.80	106.77	126.98	159.46	101.18	136.02	110.00	30.23	73.68	122.55	135.54	128.07	117.59	94.51	103.51	118.90	94.25	128.29	149.23	134.77	102.57	98.24	121.28	112.51	99.97	143.83
QG37_05102	1368	136.23	137.81	73.40	79.04	120.71	125.40	119.31	118.54	146.93	122.32	102.77	112.36	121.40	119.19	120.21	113.08	145.80	135.93	142.39	123.10	104.63	124.83	125.21	100.75	122.41	157.92	105.95	134.77	119.28	30.82	80.57	139.67	150.46	142.02	123.91	104.84	116.37	134.87	98.57	112.84	149.80	119.90	96.88	93.57	121.14	114.95	97.40	159.41
QG37_05103	1797	154.64	143.29	90.58	74.54	124.68	126.57	124.46	123.68	143.20	130.09	105.35	104.51	119.09	114.74	108.08	118.76	161.78	154.78	152.19	127.77	130.77	132.68	133.67	113.66	122.91	158.53	104.04	169.04	118.72	34.14	84.33	127.11	141.76	133.71	123.72	95.00	119.22	116.90	96.89	132.85	157.87	138.61	99.73	94.61	113.20	126.15	111.59	150.09
QG37_05104	291	175.52	138.57	94.31	79.25	131.28	115.04	115.51	129.88	132.57	128.14	106.35	112.57	117.89	111.43	100.84	115.99	137.19	129.97	154.87	125.62	132.87	123.13	132.69	134.28	112.41	162.11	98.10	150.88	121.45	33.46	52.79	140.26	151.81	117.99	112.07	98.25	104.51	128.95	94.37	122.29	143.74	122.57	94.66	99.93	115.25	129.32	112.82	136.22
QG37_05105	738	156.08	158.90	83.72	84.55	143.51	149.01	142.85	152.66	152.81	144.86	114.80	119.46	132.53	137.56	139.32	142.70	178.47	178.30	151.83	146.36	150.20	151.49	146.68	122.59	156.54	195.91	131.04	156.00	124.21	35.91	82.36	166.15	168.04	143.28	124.70	119.43	123.42	135.81	113.91	146.38	162.95	137.73	103.01	101.60	116.49	133.12	114.00	191.18
QG37_05106	861	133.06	148.02	75.09	88.68	130.78	130.67	135.47	126.57	136.68	139.47	101.30	103.91	123.32	105.53	121.68	140.47	149.63	160.65	132.32	144.85	127.11	129.69	133.42	102.59	136.02	172.16	118.16	150.09	112.49	36.19	71.69	156.61	149.93	125.14	124.92	98.68	115.29	110.47	92.69	140.30	147.00	132.57	99.78	84.16	123.42	115.92	110.48	157.93
QG37_05107	1104	141.07	135.72	93.96	91.66	118.62	133.23	123.81	129.14	144.44	126.75	102.67	110.81	107.79	108.66	104.43	123.26	152.59	162.58	145.79	131.45	115.72	129.56	143.25	104.54	137.92	177.56	115.80	156.50	117.93	36.01	75.43	148.06	150.72	138.29	116.00	97.80	115.13	124.64	98.46	123.01	148.27	125.97	93.81	90.41	114.21	127.77	107.08	145.89
QG37_05108	1878	146.03	137.18	83.76	77.62	123.46	124.28	124.51	122.12	138.45	130.61	107.30	95.95	108.79	100.03	109.12	110.12	149.30	152.83	139.39	126.25	119.54	123.37	133.97	104.13	127.34	153.37	105.97	150.21	116.80	30.12	79.59	134.58	135.88	134.73	113.98	89.95	105.77	117.74	88.76	127.18	140.63	122.86	89.54	95.76	122.53	115.55	104.95	139.98
QG37_05109	1944	161.45	154.51	88.62	79.08	138.31	132.62	128.51	134.59	145.35	130.00	113.02	113.09	123.23	126.88	121.98	129.88	172.79	168.02	155.74	134.66	134.14	137.01	135.06	116.37	130.82	158.98	109.46	147.81	122.16	35.12	81.52	141.22	155.29	131.70	122.00	107.09	111.49	128.20	98.38	128.20	162.64	144.41	107.81	100.04	128.07	128.52	115.96	149.88
QG37_05110	2091	122.45	126.88	70.99	74.73	106.71	121.74	117.78	127.99	135.56	116.07	103.05	97.33	120.95	102.11	103.02	117.17	150.83	144.64	135.07	124.03	122.40	116.93	124.56	103.86	124.01	139.34	102.98	126.52	108.78	28.66	85.63	132.35	129.60	123.22	117.52	96.01	108.57	122.01	97.02	121.94	143.97	132.13	94.91	90.91	122.03	114.06	98.33	144.50
QG37_05111	1851	126.64	121.91	68.19	67.86	101.60	111.15	108.51	117.08	118.40	111.04	93.09	94.66	105.27	96.96	95.59	111.31	137.61	148.66	128.74	109.39	112.67	111.49	125.23	100.73	123.65	137.35	100.40	122.76	94.25	33.60	67.06	114.89	121.35	109.94	103.53	85.63	98.87	108.61	76.26	115.55	137.59	117.12	93.73	87.59	104.56	107.72	105.90	126.11
QG37_05112	1428	137.17	128.31	72.37	76.21	115.73	114.41	115.54	115.02	127.88	110.45	93.64	94.46	107.11	102.63	107.81	110.53	142.47	142.06	123.51	118.87	120.74	123.27	137.36	116.07	125.16	140.41	100.16	124.26	102.69	25.51	71.24	128.39	127.60	121.19	121.33	92.83	108.88	115.82	99.62	112.19	135.45	120.95	86.73	97.66	121.16	116.67	102.62	133.96
QG37_05113	1719	132.93	133.00	80.76	78.42	113.90	120.50	123.38	127.36	123.53	115.55	93.14	94.85	111.55	108.79	105.76	114.87	140.44	161.05	127.15	130.23	111.93	125.38	135.04	106.66	133.55	157.49	102.53	131.47	113.46	30.49	82.57	121.50	137.36	130.27	117.64	104.08	112.35	108.33	92.03	135.13	158.29	133.11	95.81	96.22	120.82	117.25	114.55	133.01
QG37_05114	1677	140.43	139.22	75.90	66.22	116.11	126.03	125.12	117.04	126.07	115.13	94.83	95.62	119.17	109.20	103.48	125.27	158.77	150.68	144.02	112.99	115.74	133.15	124.37	107.55	128.38	141.70	106.66	136.96	109.33	24.78	74.40	124.65	144.03	125.20	114.16	88.66	109.32	105.68	99.31	113.53	146.99	132.32	99.77	94.33	110.42	114.12	102.25	135.10
QG37_05115	471	125.50	148.28	84.21	92.16	130.61	125.73	138.39	113.05	132.39	117.65	102.16	106.47	114.78	106.44	111.03	128.67	145.32	156.26	137.14	116.93	110.36	115.62	146.67	103.15	130.50	175.25	103.95	142.32	104.75	30.23	70.74	146.41	159.34	126.56	121.14	89.89	110.53	112.95	107.62	120.45	136.43	123.14	109.63	98.82	106.76	113.50	86.20	129.61
QG37_05116	861	128.70	121.14	72.92	66.39	106.13	113.84	111.50	112.20	112.11	109.02	91.51	88.88	108.03	96.82	114.09	116.46	131.69	141.20	126.48	118.33	109.90	130.57	126.69	103.38	113.76	149.14	86.89	127.02	102.72	23.45	70.96	119.25	127.48	103.89	105.99	91.62	94.34	106.65	86.58	119.92	129.94	119.61	90.89	79.78	113.85	114.80	102.77	128.51
QG37_05117	1656	156.25	134.49	78.02	77.04	130.80	128.73	131.39	130.73	144.67	132.23	102.86	106.42	106.53	102.63	120.26	121.48	144.57	166.46	152.28	138.25	125.53	125.52	144.98	106.25	134.39	171.84	110.44	145.27	121.29	31.61	82.22	141.61	148.50	123.09	120.50	99.20	111.71	117.89	91.06	124.29	150.67	143.59	96.88	81.89	117.12	108.53	112.37	139.82
QG37_05118	984	165.29	147.52	87.52	72.68	142.44	137.47	136.77	143.28	144.04	143.92	116.66	107.75	122.83	108.17	110.18	123.15	159.91	173.56	153.12	149.37	129.29	140.72	159.60	117.07	136.02	172.22	106.56	154.98	134.91	29.84	81.08	132.48	175.09	115.11	108.41	99.84	118.74	107.11	105.87	152.69	153.96	159.67	105.75	91.42	124.36	119.13	104.34	160.30
QG37_05119	207	157.86	143.60	85.14	72.93	137.38	129.08	121.76	110.81	134.05	131.25	111.78	104.23	109.11	129.39	105.77	107.72	160.52	176.50	149.28	156.84	133.00	119.47	109.22	93.28	139.17	151.27	136.39	146.80	128.81	26.36	85.92	131.77	146.42	131.20	111.07	98.20	109.49	134.13	98.39	131.28	137.60	158.65	115.55	101.39	114.34	106.80	98.65	148.98
QG37_05120	600	141.09	121.92	68.40	70.54	102.30	117.11	106.26	114.18	127.66	112.50	85.18	104.25	110.72	93.52	80.83	96.39	118.71	147.53	112.11	114.25	116.50	101.55	107.34	95.30	110.60	144.82	106.13	110.09	101.28	25.63	57.28	103.23	114.03	84.51	102.53	74.12	84.25	92.85	75.83	98.31	135.75	108.96	71.71	66.57	84.57	80.31	71.13	125.16
QG37_05121	693	148.45	135.93	71.15	72.11	131.15	125.74	123.16	123.21	126.24	112.04	120.07	108.49	109.31	105.66	99.57	117.84	156.75	166.29	130.22	147.49	130.26	139.76	149.63	108.01	127.11	168.68	103.27	147.75	133.41	34.20	62.16	126.72	140.79	130.85	120.17	101.63	112.15	129.61	93.96	114.06	153.94	130.08	83.07	86.69	105.72	106.50	99.20	137.81
